Unique Key,Created Date,Closed Date,Agency,Agency Name,Complaint Type,Descriptor,Location Type,Incident Zip,Incident Address,Street Name,Cross Street 1,Cross Street 2,Intersection Street 1,Intersection Street 2,Address Type,City,Landmark,Facility Type,Status,Due Date,Resolution Description,Resolution Action Updated Date,Community Board,Borough,X Coordinate (State Plane),Y Coordinate (State Plane),Park Facility Name,Park Borough,School Name,School Number,School Region,School Code,School Phone Number,School Address,School City,School State,School Zip,School Not Found,School or Citywide Complaint,Vehicle Type,Taxi Company Borough,Taxi Pick Up Location,Bridge Highway Name,Bridge Highway Direction,Road Ramp,Bridge Highway Segment,Garage Lot Name,Ferry Direction,Ferry Terminal Name,Latitude,Longitude,Location
33203933,4/24/2016 15:02,4/24/2016 15:07,DPR,Department of Parks and Recreation,Violation of Park Rules,Smoking,Park,11201,,,,,,,,BROOKLYN,,N/A,Closed,5/8/2016 15:02,The Department of Parks and Recreation has limited resources to follow up on this complaint. Your complaint will help the City schedule patrols and target particular areas for enforcement.,4/24/2016 15:07,Unspecified BROOKLYN,BROOKLYN,,,Brooklyn Bridge Park,BROOKLYN,Brooklyn Bridge Park,B431,,,NA 0/0,Plymouth Street Between Main Street and Washington Street,BROOKLYN,NY,11201,N,,,,,,,,,,,,,,
33203934,4/24/2016 22:01,4/24/2016 22:02,DPR,Department of Parks and Recreation,Violation of Park Rules,Smoking,Park,10034,,,,,,,,NEW YORK,,N/A,Closed,5/8/2016 22:01,The Department of Parks and Recreation has limited resources to follow up on this complaint. Your complaint will help the City schedule patrols and target particular areas for enforcement.,4/24/2016 22:02,12 MANHATTAN,MANHATTAN,,,Inwood Hill Park - Emerson Playground,MANHATTAN,Inwood Hill Park - Emerson Playground,M042-02,,,2124080100,"Seaman Avenue between Isham, West 207th Street",NEW YORK,NY,10034,N,,,,,,,,,,,,,,
33203950,4/24/2016 15:52,4/24/2016 15:52,DPR,Department of Parks and Recreation,Violation of Park Rules,Smoking,Park,10034,,,,,,,,NEW YORK,,N/A,Closed,5/8/2016 15:52,The Department of Parks and Recreation has limited resources to follow up on this complaint. Your complaint will help the City schedule patrols and target particular areas for enforcement.,4/24/2016 15:52,12 MANHATTAN,MANHATTAN,,,Inwood Hill Park - Emerson Playground,MANHATTAN,Inwood Hill Park - Emerson Playground,M042-02,,,2124080100,"Seaman Avenue between Isham, West 207th Street",NEW YORK,NY,10034,N,,,,,,,,,,,,,,
33204567,4/24/2016 19:18,4/24/2016 19:35,DPR,Department of Parks and Recreation,Violation of Park Rules,Obstructing Public Use,Park,10306,,,,,,,,STATEN ISLAND,,N/A,Closed,5/8/2016 19:18,The agency was unable to respond to this complaint because they allocated resources to other critical services at the time.  All complaints are used for future enforcement planning.,4/24/2016 19:35,02 STATEN ISLAND,STATEN ISLAND,,,High Rock Park,STATEN ISLAND,High Rock Park,R088,,,7186672165,Richmond Parkway and Moravian Cemetery at Rockland Avenue,STATEN ISLAND,NY,10306,,,,,,,,,,,,,,,
33204594,4/24/2016 20:02,4/24/2016 20:36,DPR,Department of Parks and Recreation,Violation of Park Rules,Unlicensed Vendors,Park,11229,,,,,,,,BROOKLYN,,N/A,Closed,5/8/2016 20:02,The Department of Parks and Recreation has completed the requested work order and corrected the problem.,4/24/2016 20:36,15 BROOKLYN,BROOKLYN,,,Mellett Playground,BROOKLYN,Mellett Playground,B197,,,7189658900,Avenue V between East 13th and 14th Streets,BROOKLYN,NY,11229,,,,,,,,,,,,,,,
33205117,4/24/2016 15:57,6/18/2016 12:46,DPR,Department of Parks and Recreation,Violation of Park Rules,Obstructing Public Use,Park,10014,,,,,,,,NEW YORK,,N/A,Closed,5/8/2016 15:57,The condition was determined to be an issue appropriate for handling by an alternate entity.  The Department of Parks and Recreation has notified the appropriate resource.,6/18/2016 12:46,02 MANHATTAN,MANHATTAN,,,Downing Playground,MANHATTAN,Downing Playground,M027,,,2124080100,Carmine Street between Bedford and Bleeker Avenues,NEW YORK,NY,10014,N,,,,,,,,,,,,,,
33205127,4/24/2016 15:18,4/26/2016 20:47,DPR,Department of Parks and Recreation,Violation of Park Rules,Obstructing Public Use,Park,11235,,,,,,,,BROOKLYN,,N/A,Closed,5/8/2016 15:18,"Upon inspection the reported condition was not found, and, therefore, no action was taken.",4/26/2016 20:47,18 BROOKLYN,BROOKLYN,,,Marine Park - Doctor Johns Playground,BROOKLYN,Marine Park - Doctor Johns Playground,B057-05,,,7189658900,Gerritsen Avenue and Avenue X,BROOKLYN,NY,11235,N,,,,,,,,,,,,,,
33205140,4/24/2016 16:01,4/24/2016 16:29,DPR,Department of Parks and Recreation,Violation of Park Rules,BBQ Outside Authorized Area,Park,10463,,,,,,,,BRONX,,N/A,Closed,5/8/2016 16:01,The Department of Parks and Recreation has completed the requested work order and corrected the problem.,4/24/2016 16:29,Unspecified BRONX,BRONX,,,Brady Playground,BRONX,Brady Playground,X002-05,,,NA 0/0,Bronxdale Avenue and Bronx Park East,BRONX,NY,10463,,,,,,,,,,,,,,,
33205146,4/24/2016 18:09,4/24/2016 18:27,DPR,Department of Parks and Recreation,Violation of Park Rules,Obstructing Public Use,Park,11375,,,,,,,,FOREST HILLS,,N/A,Closed,5/8/2016 18:09,The agency was unable to respond to this complaint because they allocated resources to other critical services at the time.  All complaints are used for future enforcement planning.,4/24/2016 18:27,Unspecified QUEENS,QUEENS,,,Flushing Meadows Corona Park,QUEENS,Flushing Meadows Corona Park,Q099,,,7183536342,"Grand Central Parkway, Van Wyck Expressway",FOREST HILLS,NY,11375,,,,,,,,,,,,,,,
33205147,4/24/2016 15:24,4/24/2016 17:47,DPR,Department of Parks and Recreation,Violation of Park Rules,Unlicensed Vendors,Park,11375,,,,,,,,FOREST HILLS,,N/A,Closed,5/8/2016 15:24,"Upon inspection the reported condition was not found, and, therefore, no action was taken.",4/24/2016 17:47,Unspecified QUEENS,QUEENS,,,Flushing Meadows Corona Park,QUEENS,Flushing Meadows Corona Park,Q099,,,7183536342,"Grand Central Parkway, Van Wyck Expressway",FOREST HILLS,NY,11375,,,,,,,,,,,,,,,
33205736,4/24/2016 21:39,4/24/2016 21:39,DPR,Department of Parks and Recreation,Violation of Park Rules,Smoking,Park,10034,,,,,,,,NEW YORK,,N/A,Closed,5/8/2016 21:39,The Department of Parks and Recreation has limited resources to follow up on this complaint. Your complaint will help the City schedule patrols and target particular areas for enforcement.,4/24/2016 21:39,12 MANHATTAN,MANHATTAN,,,Inwood Hill Park - Nature Center,MANHATTAN,Inwood Hill Park - Nature Center,M042,,,2123042365,218th Street and Indian Road,NEW YORK,NY,10034,N,,,,,,,,,,,,,,
33205737,4/24/2016 23:11,4/24/2016 23:12,DPR,Department of Parks and Recreation,Violation of Park Rules,Smoking,Park,10034,,,,,,,,NEW YORK,,N/A,Closed,5/8/2016 23:11,The Department of Parks and Recreation has limited resources to follow up on this complaint. Your complaint will help the City schedule patrols and target particular areas for enforcement.,4/24/2016 23:12,12 MANHATTAN,MANHATTAN,,,Inwood Hill Park - Indian Road Playground,MANHATTAN,Inwood Hill Park - Indian Road Playground,M042-03,,,2124080100,West 214th Street and Seaman Avenue,NEW YORK,NY,10034,N,,,,,,,,,,,,,,
33206284,4/24/2016 15:14,4/24/2016 17:47,DPR,Department of Parks and Recreation,Violation of Park Rules,BBQ Outside Authorized Area,Park,10039,,,,,,,,NEW YORK,,N/A,Closed,5/8/2016 15:14,The agency was unable to respond to this complaint because they allocated resources to other critical services at the time.  All complaints are used for future enforcement planning.,4/24/2016 17:47,10 MANHATTAN,MANHATTAN,,,Jackie Robinson Park - Playground One Fifty Two Clii,MANHATTAN,Jackie Robinson Park - Playground One Fifty Two Clii,M014-02,,,2124080100,West 152nd Street and Bradhurst Avenue,NEW YORK,NY,10039,N,,,,,,,,,,,,,,
33206285,4/24/2016 16:47,4/26/2016 20:36,DPR,Department of Parks and Recreation,Violation of Park Rules,Unauthorized Climbing,Park,10021,,,,,,,,NEW YORK,,N/A,Closed,5/8/2016 16:47,"Upon inspection the reported condition was not found, and, therefore, no action was taken.",4/26/2016 20:36,Unspecified MANHATTAN,MANHATTAN,,,Central Park,MANHATTAN,Central Park,M010,,,2124080100,"5th Avenue to Central Park West, 59th to 110th Streets",NEW YORK,NY,10021,N,,,,,,,,,,,,,,
33206306,4/24/2016 18:36,4/24/2016 18:37,DPR,Department of Parks and Recreation,Violation of Park Rules,Smoking,Park,10039,,,,,,,,NEW YORK,,N/A,Closed,5/8/2016 18:36,The Department of Parks and Recreation has limited resources to follow up on this complaint. Your complaint will help the City schedule patrols and target particular areas for enforcement.,4/24/2016 18:37,12 MANHATTAN,MANHATTAN,,,Highbridge Park - Wallenberg Playground,MANHATTAN,Highbridge Park - Wallenberg Playground,M037-04,,,2124080100,West 189th Street and Amsterdam Avenue,NEW YORK,NY,10039,N,,,,,,,,,,,,,,
33206313,4/24/2016 21:46,4/24/2016 21:47,DPR,Department of Parks and Recreation,Violation of Park Rules,Smoking,Park,10034,,,,,,,,NEW YORK,,N/A,Closed,5/8/2016 21:46,The Department of Parks and Recreation has limited resources to follow up on this complaint. Your complaint will help the City schedule patrols and target particular areas for enforcement.,4/24/2016 21:47,12 MANHATTAN,MANHATTAN,,,Inwood Hill Park - Indian Road Playground,MANHATTAN,Inwood Hill Park - Indian Road Playground,M042-03,,,2124080100,West 214th Street and Seaman Avenue,NEW YORK,NY,10034,N,,,,,,,,,,,,,,
33206872,4/24/2016 16:54,4/26/2016 19:39,DPR,Department of Parks and Recreation,Violation of Park Rules,Unsafe Use of Playground,Street/Curbside,11419,97-25 108 STREET,108 STREET,97 AVENUE,101 AVENUE,,,ADDRESS,SOUTH RICHMOND HILL,,N/A,Closed,5/8/2016 16:54,No action was taken because the Department of Parks and Recreation determined that the issue reported was out of its jurisdiction.,4/26/2016 19:39,09 QUEENS,QUEENS,"1,029,675","190,220",Unspecified,QUEENS,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.68867016,-73.83620466,"(40.6886701619844, -73.83620465807564)"
33206897,4/24/2016 10:06,4/24/2016 10:54,DPR,Department of Parks and Recreation,Violation of Park Rules,Obstructing Public Use,Park,11368,,,,,,,,CORONA,,N/A,Closed,5/8/2016 10:06,The Department of Parks and Recreation has completed the requested work order and corrected the problem.,4/24/2016 10:54,03 QUEENS,QUEENS,,,Hinton Park,QUEENS,Hinton Park,Q410,,,7185205900,"113th Street and 34th Avenue, 114th Street and Pell Avenue",CORONA,NY,11368,,,,,,,,,,,,,,,
33206914,4/24/2016 13:00,4/24/2016 13:01,DPR,Department of Parks and Recreation,Violation of Park Rules,Smoking,Park,11427,,,,,,,,QUEENS,,N/A,Closed,5/8/2016 13:00,The Department of Parks and Recreation has limited resources to follow up on this complaint. Your complaint will help the City schedule patrols and target particular areas for enforcement.,4/24/2016 13:01,Unspecified QUEENS,QUEENS,,,Alley Park,QUEENS,Alley Park,Q001A,,,NA 0/0,232 Street and Union Turnpike,QUEENS,NY,11427,N,,,,,,,,,,,,,,
33206926,4/24/2016 14:17,4/24/2016 15:44,DPR,Department of Parks and Recreation,Violation of Park Rules,BBQ Outside Authorized Area,Park,10451,,,,,,,,BRONX,,N/A,Closed,5/8/2016 14:17,The Department of Parks and Recreation has completed the requested work order and corrected the problem.,4/24/2016 15:44,04 BRONX,BRONX,,,Joyce Kilmer Park,BRONX,Joyce Kilmer Park,X028,,,7184301800,"Walton Avenue, East 161st to 164th Streets, Grand Concourse",BRONX,NY,10451,N,,,,,,,,,,,,,,
33206927,4/24/2016 15:05,4/24/2016 15:17,DPR,Department of Parks and Recreation,Violation of Park Rules,Unlicensed Vendors,Park,11207,,,,,,,,BROOKLYN,,N/A,Closed,5/8/2016 15:05,The agency was unable to respond to this complaint because they allocated resources to other critical services at the time.  All complaints are used for future enforcement planning.,4/24/2016 15:17,05 BROOKLYN,BROOKLYN,,,Highland Park,BROOKLYN,Highland Park,B047,,,NA 0/0,Highland Boulevard and Bulwer Place,BROOKLYN,NY,11207,,,,,,,,,,,,,,,
33207406,4/24/2016 16:49,4/26/2016 19:05,DPR,Department of Parks and Recreation,Violation of Park Rules,Use of Newly Seeded Lawn,Park,10033,,,,,,,,NEW YORK,,N/A,Closed,5/8/2016 16:49,The condition was determined to be an issue appropriate for handling by an alternate entity.  The Department of Parks and Recreation has notified the appropriate resource.,4/26/2016 19:05,12 MANHATTAN,MANHATTAN,,,Bennett Park,MANHATTAN,Bennett Park,M009,,,2124080100,West 185th Street and Fort Washington Avenue,NEW YORK,NY,10033,N,,,,,,,,,,,,,,
33207527,4/24/2016 9:11,4/24/2016 9:39,DPR,Department of Parks and Recreation,Violation of Park Rules,Obstructing Public Use,Park,11375,,,,,YELLOWSTONE BOULEVARD,62 AVENUE,INTERSECTION,FOREST HILLS,,N/A,Closed,5/8/2016 9:11,The Department of Parks and Recreation has completed the requested work order and corrected the problem.,4/24/2016 9:39,06 QUEENS,QUEENS,"1,024,736","207,570",Unspecified,QUEENS,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.73631568,-73.85390954,"(40.7363156833607, -73.85390953661874)"
33207550,4/24/2016 21:35,4/24/2016 21:35,DPR,Department of Parks and Recreation,Violation of Park Rules,Smoking,Park,10034,,,,,,,,NEW YORK,,N/A,Closed,5/8/2016 21:35,The Department of Parks and Recreation has limited resources to follow up on this complaint. Your complaint will help the City schedule patrols and target particular areas for enforcement.,4/24/2016 21:35,12 MANHATTAN,MANHATTAN,,,Inwood Hill Park - Indian Road Playground,MANHATTAN,Inwood Hill Park - Indian Road Playground,M042-03,,,2124080100,West 214th Street and Seaman Avenue,NEW YORK,NY,10034,N,,,,,,,,,,,,,,
33207551,4/24/2016 21:43,4/24/2016 21:44,DPR,Department of Parks and Recreation,Violation of Park Rules,Smoking,Park,10034,,,,,,,,NEW YORK,,N/A,Closed,5/8/2016 21:43,The Department of Parks and Recreation has limited resources to follow up on this complaint. Your complaint will help the City schedule patrols and target particular areas for enforcement.,4/24/2016 21:44,12 MANHATTAN,MANHATTAN,,,Inwood Hill Park - Nature Center,MANHATTAN,Inwood Hill Park - Nature Center,M042,,,2123042365,218th Street and Indian Road,NEW YORK,NY,10034,N,,,,,,,,,,,,,,
33208295,4/25/2016 9:48,4/25/2016 10:29,DPR,Department of Parks and Recreation,Violation of Park Rules,Obstructing Public Use,Park,10461,,,,,,,,BRONX,,N/A,Closed,5/9/2016 9:48,"Upon inspection the reported condition was not found, and, therefore, no action was taken.",4/25/2016 10:29,Unspecified BRONX,BRONX,,,Pelham Bay Park,BRONX,Pelham Bay Park,X039,,,7184301890,"Bruckner Boulevard, Eastchester, Hutchinson",BRONX,NY,10461,,,,,,,,,,,,,,,
33208299,4/25/2016 17:53,5/26/2016 12:30,DPR,Department of Parks and Recreation,Violation of Park Rules,Obstructing Public Use,Park,10014,,,,,,,,NEW YORK,,N/A,Closed,5/9/2016 17:53,The Department of Parks and Recreation has completed the requested work order and corrected the problem.,5/26/2016 12:30,02 MANHATTAN,MANHATTAN,,,Abingdon Square,MANHATTAN,Abingdon Square,M001,,,2124080100,"Hudson and West 12th Streets, 8th Avenue",NEW YORK,NY,10014,N,,,,,,,,,,,,,,
33208368,4/25/2016 21:08,6/18/2016 12:47,DPR,Department of Parks and Recreation,Violation of Park Rules,Biking/Rollerblading off Path,Park,10021,,,,,,,,NEW YORK,,N/A,Closed,5/9/2016 21:08,The condition was determined to be an issue appropriate for handling by an alternate entity.  The Department of Parks and Recreation has notified the appropriate resource.,6/18/2016 12:47,Unspecified MANHATTAN,MANHATTAN,,,Central Park,MANHATTAN,Central Park,M010,,,2124080100,"5th Avenue to Central Park West, 59th to 110th Streets",NEW YORK,NY,10021,N,,,,,,,,,,,,,,
33208384,4/25/2016 15:00,4/25/2016 15:03,DPR,Department of Parks and Recreation,Violation of Park Rules,Smoking,Park,10028,,,,,,,,NEW YORK,,N/A,Closed,5/9/2016 15:00,The Department of Parks and Recreation has limited resources to follow up on this complaint. Your complaint will help the City schedule patrols and target particular areas for enforcement.,4/25/2016 15:03,08 MANHATTAN,MANHATTAN,,,Carl Schurz Park,MANHATTAN,Carl Schurz Park,M081,,,2124080100,"East End Avenue to East River, East 84th to 90th Streets",NEW YORK,NY,10028,N,,,,,,,,,,,,,,
33210438,4/25/2016 5:51,4/25/2016 5:52,DPR,Department of Parks and Recreation,Violation of Park Rules,Smoking,Park,10034,,,,,,,,NEW YORK,,N/A,Closed,5/9/2016 5:51,The Department of Parks and Recreation has limited resources to follow up on this complaint. Your complaint will help the City schedule patrols and target particular areas for enforcement.,4/25/2016 5:52,12 MANHATTAN,MANHATTAN,,,Inwood Hill Park - Emerson Playground,MANHATTAN,Inwood Hill Park - Emerson Playground,M042-02,,,2124080100,"Seaman Avenue between Isham, West 207th Street",NEW YORK,NY,10034,N,,,,,,,,,,,,,,
33211268,4/25/2016 18:34,4/25/2016 18:57,DPR,Department of Parks and Recreation,Violation of Park Rules,Obstructing Public Use,Park,11201,,,MONUMENT WALK,WILLOUGHBY STREET,,,PLACENAME,BROOKLYN,FORT GREENE PARK,N/A,Closed,5/9/2016 18:34,The Department of Parks and Recreation has completed the requested work order and corrected the problem.,4/25/2016 18:57,02 BROOKLYN,BROOKLYN,"991,044","191,220",Unspecified,BROOKLYN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.69152889,-73.97550088,"(40.69152889279011, -73.9755008776844)"
33211305,4/25/2016 19:46,4/25/2016 20:12,DPR,Department of Parks and Recreation,Violation of Park Rules,Obstructing Public Use,Park,10035,,,,,,,,NEW YORK,,N/A,Closed,5/9/2016 19:46,The agency was unable to respond to this complaint because they allocated resources to other critical services at the time.  All complaints are used for future enforcement planning.,4/25/2016 20:12,11 MANHATTAN,MANHATTAN,,,Harlem River Park,MANHATTAN,Harlem River Park,M208D,,,2124080100,2nd Avenue and East 127th to 128th Streets,NEW YORK,NY,10035,,,,,,,,,,,,,,,
33211341,4/25/2016 14:51,4/25/2016 15:33,DPR,Department of Parks and Recreation,Violation of Park Rules,Biking/Rollerblading off Path,Park,10301,,,,,,,,STATEN ISLAND,,N/A,Closed,5/9/2016 14:51,The Department of Parks and Recreation has completed the requested work order and corrected the problem.,4/25/2016 15:33,01 STATEN ISLAND,STATEN ISLAND,,,Clove Lakes Park,STATEN ISLAND,Clove Lakes Park,R005,,,7183908027,"Slosson Avenue, Victory Boulevard, Clove Road",STATEN ISLAND,NY,10301,,,,,,,,,,,,,,,
33211424,4/25/2016 18:36,4/25/2016 19:44,DPR,Department of Parks and Recreation,Violation of Park Rules,Unlicensed Vendors,Park,10457,,,,,,,,BRONX,,N/A,Closed,5/9/2016 18:36,"Upon inspection the reported condition was not found, and, therefore, no action was taken.",4/25/2016 19:44,06 BRONX,BRONX,,,Belmont Playground - Bronx,BRONX,Belmont Playground - Bronx,X108,,,7184301800,Crotona Avenue and East 181st Street,BRONX,NY,10457,,,,,,,,,,,,,,,
33212282,4/25/2016 5:30,4/25/2016 5:30,DPR,Department of Parks and Recreation,Violation of Park Rules,Smoking,Park,10034,,,,,,,,NEW YORK,,N/A,Closed,5/9/2016 5:30,The Department of Parks and Recreation has limited resources to follow up on this complaint. Your complaint will help the City schedule patrols and target particular areas for enforcement.,4/25/2016 5:30,12 MANHATTAN,MANHATTAN,,,Inwood Hill Park - Emerson Playground,MANHATTAN,Inwood Hill Park - Emerson Playground,M042-02,,,2124080100,"Seaman Avenue between Isham, West 207th Street",NEW YORK,NY,10034,N,,,,,,,,,,,,,,
33212422,4/25/2016 11:00,4/25/2016 11:45,DPR,Department of Parks and Recreation,Violation of Park Rules,Unlicensed Vendors,Park,10021,,,,,,,,NEW YORK,,N/A,Closed,5/9/2016 11:00,The reported condition was inspected and a summons has been issued.,4/25/2016 11:45,Unspecified MANHATTAN,MANHATTAN,,,Central Park,MANHATTAN,Central Park,M010,,,2124080100,"5th Avenue to Central Park West, 59th to 110th Streets",NEW YORK,NY,10021,,,,,,,,,,,,,,,
